frequency_kHz,area_mm2,RCA_STD,Dry_Wet,T21_T23,Voltage_V,Cm_pF
0.09090909090909093,0.31168831168831157,0.0,1.0,0.0,0.74,2.4101
0.09090909090909093,0.31168831168831157,0.0,1.0,0.0,0.76,2.4225
0.09090909090909093,0.31168831168831157,0.0,1.0,0.0,0.78,2.4224
0.09090909090909093,0.31168831168831157,0.0,1.0,0.0,0.8,2.4287
0.09090909090909093,0.31168831168831157,0.0,1.0,0.0,0.8200000000000001,2.4425
0.09090909090909093,0.31168831168831157,0.0,1.0,0.0,0.8400000000000001,2.4474
0.09090909090909093,0.31168831168831157,0.0,1.0,0.0,0.8600000000000001,2.4662
0.09090909090909093,0.31168831168831157,0.0,1.0,0.0,0.8800000000000001,2.4661
0.09090909090909093,0.31168831168831157,0.0,1.0,0.0,0.9000000000000001,2.4624
0.09090909090909093,0.31168831168831157,0.0,1.0,0.0,0.92,2.4723
0.09090909090909093,0.31168831168831157,0.0,1.0,0.0,0.9400000000000001,2.4824
0.09090909090909093,0.31168831168831157,0.0,1.0,0.0,0.9600000000000001,2.4861
0.09090909090909093,0.31168831168831157,0.0,1.0,0.0,0.9800000000000001,2.4882
0.09090909090909093,0.31168831168831157,0.0,1.0,0.0,1.0,2.4929
0.09090909090909093,1.0,0.0,1.0,0.0,0.0,15.3151
0.09090909090909093,1.0,0.0,1.0,0.0,0.020000000000000018,15.3029
0.09090909090909093,1.0,0.0,1.0,0.0,0.039999999999999925,15.2923
0.09090909090909093,1.0,0.0,1.0,0.0,0.06000000000000005,15.263
0.09090909090909093,1.0,0.0,1.0,0.0,0.07999999999999996,15.2443
0.09090909090909093,1.0,0.0,1.0,0.0,0.09999999999999998,15.2178
0.09090909090909093,1.0,0.0,1.0,0.0,0.12,15.1979
0.09090909090909093,1.0,0.0,1.0,0.0,0.14,15.1641
0.09090909090909093,1.0,0.0,1.0,0.0,0.16000000000000003,15.1343
0.09090909090909093,1.0,0.0,1.0,0.0,0.18,15.0815
0.09090909090909093,1.0,0.0,1.0,0.0,0.2,15.0465
0.09090909090909093,1.0,0.0,1.0,0.0,0.22000000000000003,14.9912
0.09090909090909093,1.0,0.0,1.0,0.0,0.24000000000000005,14.9256
0.09090909090909093,1.0,0.0,1.0,0.0,0.26,14.8522
0.09090909090909093,1.0,0.0,1.0,0.0,0.27999999999999997,14.7467
0.09090909090909093,1.0,0.0,1.0,0.0,0.30000000000000004,14.62
0.09090909090909093,1.0,0.0,1.0,0.0,0.32,14.4615
0.09090909090909093,1.0,0.0,1.0,0.0,0.34,14.2356
0.09090909090909093,1.0,0.0,1.0,0.0,0.36000000000000004,13.8997
0.09090909090909093,1.0,0.0,1.0,0.0,0.38,13.3861
0.09090909090909093,1.0,0.0,1.0,0.0,0.4,12.4916
0.09090909090909093,1.0,0.0,1.0,0.0,0.42000000000000004,10.814
0.09090909090909093,1.0,0.0,1.0,0.0,0.44000000000000006,7.8346
0.09090909090909093,1.0,0.0,1.0,0.0,0.46,4.9110000000000005
0.09090909090909093,1.0,0.0,1.0,0.0,0.48000000000000004,3.5142
0.09090909090909093,1.0,0.0,1.0,0.0,0.5,3.0610000000000004
0.09090909090909093,1.0,0.0,1.0,0.0,0.52,3.7649
0.09090909090909093,1.0,0.0,1.0,0.0,0.54,5.3112
0.09090909090909093,1.0,0.0,1.0,0.0,0.56,5.8634
0.09090909090909093,1.0,0.0,1.0,0.0,0.5800000000000001,5.8424
0.09090909090909093,1.0,0.0,1.0,0.0,0.6000000000000001,5.8284
0.09090909090909093,1.0,0.0,1.0,0.0,0.62,5.8309
0.09090909090909093,1.0,0.0,1.0,0.0,0.64,5.8383
0.09090909090909093,1.0,0.0,1.0,0.0,0.66,5.8538
0.09090909090909093,1.0,0.0,1.0,0.0,0.68,5.8797
0.09090909090909093,1.0,0.0,1.0,0.0,0.7000000000000001,5.8901
0.09090909090909093,1.0,0.0,1.0,0.0,0.7200000000000001,5.9117
0.09090909090909093,1.0,0.0,1.0,0.0,0.74,5.9322
0.09090909090909093,1.0,0.0,1.0,0.0,0.76,5.955
0.09090909090909093,1.0,0.0,1.0,0.0,0.78,5.9775
0.09090909090909093,1.0,0.0,1.0,0.0,0.8,6.0001
0.09090909090909093,1.0,0.0,1.0,0.0,0.8200000000000001,6.0205
0.09090909090909093,1.0,0.0,1.0,0.0,0.8400000000000001,6.0452
0.09090909090909093,1.0,0.0,1.0,0.0,0.8600000000000001,6.063
0.09090909090909093,1.0,0.0,1.0,0.0,0.8800000000000001,6.0920000000000005
0.09090909090909093,1.0,0.0,1.0,0.0,0.9000000000000001,6.1212
0.09090909090909093,1.0,0.0,1.0,0.0,0.92,6.1453
0.09090909090909093,1.0,0.0,1.0,0.0,0.9400000000000001,6.176
0.09090909090909093,1.0,0.0,1.0,0.0,0.9600000000000001,6.1956
0.09090909090909093,1.0,0.0,1.0,0.0,0.9800000000000001,6.2449
0.09090909090909093,1.0,0.0,1.0,0.0,1.0,6.2729
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.0,15.2344
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.020000000000000018,15.22
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.039999999999999925,15.2063
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.06000000000000005,15.2005
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.07999999999999996,15.1771
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.09999999999999998,15.1492
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.12,15.1175
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.14,15.0909
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.16000000000000003,15.0568
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.18,15.0096
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.2,14.9729
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.22000000000000003,14.9183
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.24000000000000005,14.8592
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.26,14.780999999999999
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.27999999999999997,14.6874
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.30000000000000004,14.5579
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.32,14.3839
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.34,14.1652
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.36000000000000004,13.8321
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.38,13.3009
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.4,12.4149
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.42000000000000004,10.7046
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.44000000000000006,7.7202
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.46,4.8301
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.48000000000000004,3.4223
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.5,2.8499
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.52,3.0695
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.54,3.6519999999999997
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.56,3.3741
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.5800000000000001,3.1693
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.6000000000000001,3.1369
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.62,3.1252
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.64,3.123
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.66,3.1201
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.68,3.1195
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.7000000000000001,3.1378
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.7200000000000001,3.1396
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.74,3.1534
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.76,3.1623
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.78,3.1583
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.8,3.1722
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.8200000000000001,3.1815
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.8400000000000001,3.1759
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.8600000000000001,3.1867
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.8800000000000001,3.1862
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.9000000000000001,3.1886
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.92,3.1912
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.9400000000000001,3.1927
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.9600000000000001,3.2022
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,0.9800000000000001,3.1981
0.09090909090909093,0.974025974025974,0.0,1.0,0.0,1.0,3.1961
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.0,3.7910000000000004
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.020000000000000018,3.7899
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.039999999999999925,3.778
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.06000000000000005,3.7768
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.07999999999999996,3.7734
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.09999999999999998,3.7685
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.12,3.7601
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.14,3.7554
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.16000000000000003,3.7426
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.18,3.7232
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.2,3.7162
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.22000000000000003,3.6992
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.24000000000000005,3.6757
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.26,3.6434
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.27999999999999997,3.6254
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.30000000000000004,3.5969
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.32,3.5343
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.34,3.4696
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.36000000000000004,3.3547
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.38,3.1639
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.4,2.8411
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.42000000000000004,2.2569999999999997
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.44000000000000006,1.4873
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.46,1.0501
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.48000000000000004,0.7647
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.5,0.7409
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.52,0.9403
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.54,1.1407
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.56,1.1309
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.5800000000000001,1.092
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.6000000000000001,1.1045
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.62,1.0878
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.64,1.1037
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.66,1.1001
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.68,1.1041
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.7000000000000001,1.1176
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.7200000000000001,1.121
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.74,1.1269
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.76,1.1144
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.78,1.1348
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.8,1.1487
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.8200000000000001,1.1511
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.8400000000000001,1.1507
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.8600000000000001,1.1472
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.8800000000000001,1.1698
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.9000000000000001,1.1729
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.92,1.1743
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.9400000000000001,1.1716
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.9600000000000001,1.1782
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,0.9800000000000001,1.1772
0.09090909090909093,0.012987012987012936,0.0,1.0,0.0,1.0,1.1968
0.09090909090909093,0.0,0.0,1.0,0.0,0.0,3.8334
0.09090909090909093,0.0,0.0,1.0,0.0,0.020000000000000018,3.8288
0.09090909090909093,0.0,0.0,1.0,0.0,0.039999999999999925,3.8217
0.09090909090909093,0.0,0.0,1.0,0.0,0.06000000000000005,3.8117
0.09090909090909093,0.0,0.0,1.0,0.0,0.07999999999999996,3.8161
0.09090909090909093,0.0,0.0,1.0,0.0,0.09999999999999998,3.7978
0.09090909090909093,0.0,0.0,1.0,0.0,0.12,3.8059
0.09090909090909093,0.0,0.0,1.0,0.0,0.14,3.783
0.09090909090909093,0.0,0.0,1.0,0.0,0.16000000000000003,3.7726
0.09090909090909093,0.0,0.0,1.0,0.0,0.18,3.7639
0.09090909090909093,0.0,0.0,1.0,0.0,0.2,3.7547
0.09090909090909093,0.0,0.0,1.0,0.0,0.22000000000000003,3.745
0.09090909090909093,0.0,0.0,1.0,0.0,0.24000000000000005,3.7129
0.09090909090909093,0.0,0.0,1.0,0.0,0.26,3.6919999999999997
0.09090909090909093,0.0,0.0,1.0,0.0,0.27999999999999997,3.6687
0.09090909090909093,0.0,0.0,1.0,0.0,0.30000000000000004,3.6239
0.09090909090909093,0.0,0.0,1.0,0.0,0.32,3.5691
0.09090909090909093,0.0,0.0,1.0,0.0,0.34,3.4939999999999998
0.09090909090909093,0.0,0.0,1.0,0.0,0.36000000000000004,3.3621
0.09090909090909093,0.0,0.0,1.0,0.0,0.38,3.1765
0.09090909090909093,0.0,0.0,1.0,0.0,0.4,2.8174
0.09090909090909093,0.0,0.0,1.0,0.0,0.42000000000000004,2.1864
0.09090909090909093,0.0,0.0,1.0,0.0,0.44000000000000006,1.4531
0.09090909090909093,0.0,0.0,1.0,0.0,0.46,1.0361
0.09090909090909093,0.0,0.0,1.0,0.0,0.48000000000000004,0.7871
0.09090909090909093,0.0,0.0,1.0,0.0,0.5,0.8232
0.09090909090909093,0.0,0.0,1.0,0.0,0.52,1.0667
0.09090909090909093,0.0,0.0,1.0,0.0,0.54,1.3691
0.09090909090909093,0.0,0.0,1.0,0.0,0.56,1.4272
0.09090909090909093,0.0,0.0,1.0,0.0,0.5800000000000001,1.4284
0.09090909090909093,0.0,0.0,1.0,0.0,0.6000000000000001,1.4238
0.09090909090909093,0.0,0.0,1.0,0.0,0.62,1.4469
0.09090909090909093,0.0,0.0,1.0,0.0,0.64,1.4618
0.09090909090909093,0.0,0.0,1.0,0.0,0.66,1.4737
0.09090909090909093,0.0,0.0,1.0,0.0,0.68,1.4844
0.09090909090909093,0.0,0.0,1.0,0.0,0.7000000000000001,1.4993
0.09090909090909093,0.0,0.0,1.0,0.0,0.7200000000000001,1.4986
0.09090909090909093,0.0,0.0,1.0,0.0,0.74,1.5097
0.09090909090909093,0.0,0.0,1.0,0.0,0.76,1.5187
0.09090909090909093,0.0,0.0,1.0,0.0,0.78,1.5266
0.09090909090909093,0.0,0.0,1.0,0.0,0.8,1.5441
0.09090909090909093,0.0,0.0,1.0,0.0,0.8200000000000001,1.5497
0.09090909090909093,0.0,0.0,1.0,0.0,0.8400000000000001,1.5613
0.09090909090909093,0.0,0.0,1.0,0.0,0.8600000000000001,1.5624
0.09090909090909093,0.0,0.0,1.0,0.0,0.8800000000000001,1.5671
0.09090909090909093,0.0,0.0,1.0,0.0,0.9000000000000001,1.5744
0.09090909090909093,0.0,0.0,1.0,0.0,0.92,1.5811
0.09090909090909093,0.0,0.0,1.0,0.0,0.9400000000000001,1.5878
0.09090909090909093,0.0,0.0,1.0,0.0,0.9600000000000001,1.5888
0.09090909090909093,0.0,0.0,1.0,0.0,0.9800000000000001,1.5996
0.09090909090909093,0.0,0.0,1.0,0.0,1.0,1.6094
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.0,8.3929
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.020000000000000018,8.3832
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.039999999999999925,8.3733
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.06000000000000005,8.3598
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.07999999999999996,8.3546
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.09999999999999998,8.336
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.12,8.3226
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.14,8.3048
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.16000000000000003,8.2907
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.18,8.264
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.2,8.2444
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.22000000000000003,8.215
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.24000000000000005,8.1804
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.26,8.1391
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.27999999999999997,8.0821
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.30000000000000004,8.0228
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.32,7.9362
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.34,7.8082
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.36000000000000004,7.6325
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.38,7.3719
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.4,6.9167
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.42000000000000004,6.0747
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.44000000000000006,4.5179
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.46,2.6887
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.48000000000000004,1.7873
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.5,1.3816
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.52,1.6155
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.54,2.3354
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.56,3.0301
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.5800000000000001,3.0553
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.6000000000000001,3.0854
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.62,3.1167
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.64,3.1582
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.66,3.2013
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.68,3.233
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.7000000000000001,3.2729
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.7200000000000001,3.3061
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.74,3.3466
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.76,3.3693
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.78,3.4044
0.09090909090909093,0.3246753246753247,0.0,1.0,1.0,0.8,3.4362
